parameter_id,MGP_IMM_129_001
analysis_id,64mg166kzz715qg
parameter_name,CD11b-high cDC - % of CD45+
gene_accession_id,MGI:1913405
mouse_strain,C57BL
pvalue,0.5770237
gene_symbol,Ufc1
mouse_life_stage,Early adult
