gene_symbol,Fgb
mouse_strain,C57BL
pvalue,0.3664076
parameter_name,Effector Treg cells - % of Treg
analysis_id,7a06522a3x809g1
gene_accession_id,MGI:99501
mouse_life_stage,Early adult
parameter_id,MGP_IMM_010_001
