gene_symbol,Ola1
gene_accession_id,MGI:1914309
parameter_id,IMPC_GEO_048_002
parameter_name,Anophthalmia
mouse_life_stage,Early adult
pvalue,0.1931792
analysis_id,vt8or7hb33t8815
mouse_strain,C57BL
