gene_symbol,Dmap1
analysis_id,ps8ihg40887e4z3
mouse_strain,C57BL
gene_accession_id,MGI:1913483
parameter_name,Chloride
mouse_life_stage,Early adult
parameter_id,IMPC_CBC_003_001
pvalue,0.328919
