pvalue,1.026149e-11
parameter_name,Contact righting
gene_accession_id,MGI:2446186
gene_symbol,Lpgat1
parameter_id,JAXLA_CSD_077_001
analysis_id,693wsfy228e1d2x
mouse_life_stage,Late adult
mouse_strain,C57BL
