gene_symbol,Slc45a3
parameter_name,center - distance
parameter_id,M-G-P_007_001_010
mouse_strain,C57BL
gene_accession_id,MGI:1922082
analysis_id,l408qs505i4k77y
pvalue,0.2695685
mouse_life_stage,Early adult
