gene_symbol,Gbp7
mouse_strain,C57BL
gene_accession_id,MGI:2444421
pvalue,0.6817584
analysis_id,9ycz61u8nk485de
parameter_id,MGP_PBI_019_001
mouse_life_stage,Early adult
parameter_name,Neutrophil percentage
