gene_symbol,Mecom
analysis_id,00k8lff01s28934
parameter_id,MGP_PBI_003_001
mouse_life_stage,E12.5
gene_accession_id,MGI:95457
mouse_strain,C57BL
parameter_name,CD4+ alpha beta T cell percentage
pvalue,0.3171899
