parameter_id,MGP_BMI_006_001
pvalue,0.9685216
parameter_name,Immature B cells (Hardy fraction E) - % of B220+
gene_symbol,Hspa5
mouse_life_stage,E9.5
gene_accession_id,MGI:95835
analysis_id,1e750s2v1611a35
mouse_strain,C57BL
