mouse_life_stage,Late adult
pvalue,0.1600917
mouse_strain,C57BL
parameter_name,Total NK cells - % of CD45+
parameter_id,MGP_IMM_033_001
gene_accession_id,MGI:1934811
gene_symbol,Nucks1
analysis_id,215476a100464br
