parameter_id,ESLIM_011_001_704
pvalue,0.5552115
mouse_strain,C57BL
analysis_id,2d854g8nb99vsf3
gene_accession_id,MGI:1915325
parameter_name,Prepulse inhibition - PP4
gene_symbol,Lurap1
mouse_life_stage,Early adult
