gene_symbol,Zyg11b
gene_accession_id,MGI:2685277
mouse_life_stage,Early adult
analysis_id,6562yp2792bp3a1
pvalue,0.8521421
parameter_id,MGP_PBI_014_001
mouse_strain,C57BL
parameter_name,B cell percentage
