parameter_name,18kHz-evoked ABR Threshold
pvalue,0.7282184
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:103302
gene_symbol,Bmp7
parameter_id,IMPC_ABR_008_001
analysis_id,bex56647r9pt5k4
