parameter_id,M-G-P_007_001_011
parameter_name,center - resting time
mouse_life_stage,Early adult
analysis_id,004396jj5j243y1
mouse_strain,C57BL
gene_accession_id,MGI:2181659
gene_symbol,Tox
pvalue,0.1061826
