gene_symbol,Hpca
parameter_id,MGP_IMM_036_001
parameter_name,KLRG1+ NK cells - % of NK cells
analysis_id,oy2ihr86kpov74g
mouse_life_stage,Middle aged adult
pvalue,0.3481801
gene_accession_id,MGI:1336200
mouse_strain,C57BL
