gene_symbol,Frmpd1
pvalue,0.6594796
mouse_strain,C57BL
analysis_id,kzu21i51894b38f
mouse_life_stage,Early adult
gene_accession_id,MGI:2446274
parameter_name,Anophthalmia
parameter_id,IMPC_GEO_048_002
