gene_symbol,Bmi1
pvalue,0.8484864
mouse_life_stage,E12.5
mouse_strain,C51BL
gene_accession_id,MGI:88174
parameter_id,MGP_BMI_013_001
parameter_name,Immature B cells (Hardy fraction E) - % of CD45+
analysis_id,s9126u0hsl5rh9p
