mouse_life_stage,E18.5
mouse_strain,C57BL
parameter_name,Mean corpuscular hemoglobin
gene_accession_id,MGI:1344367
gene_symbol,Grem2
analysis_id,i7skf621a5315nz
parameter_id,IMPC_HEM_006_001
pvalue,1.329451
