gene_symbol,Abo
mouse_life_stage,Early adult
parameter_id,IMPC_IMM_050_001
parameter_name,Neutrophils
pvalue,0.7675654
analysis_id,99st890qk0g6xvb
mouse_strain,C57BL
gene_accession_id,MGI:2135738
