parameter_name,Whole arena resting time
analysis_id,93x5y9ei691tfor
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_symbol,Bach2
gene_accession_id,MGI:894679
parameter_id,JAX_OFD_007_001
pvalue,0.8637372
