parameter_id,JAXLA_CSD_039_001
gene_accession_id,MGI:1914071
mouse_life_stage,Early adult
analysis_id,2axzbsij18qw7v4
gene_symbol,Bcs1l
parameter_name,Limb grasp
pvalue,0.7922036
mouse_strain,C54BL
