gene_symbol,Tiprl
parameter_name,KLRG1+ mature NK cell number
pvalue,0.1739638
gene_accession_id,MGI:1915087
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_id,MGP_PBI_031_001
analysis_id,4hv01z2qbfv39a2
