parameter_id,M-G-P_007_001_010
gene_symbol,Frmpd1
mouse_life_stage,Late adult
mouse_strain,C57BL
pvalue,0.3090127
analysis_id,920ff1mzg05744b
parameter_name,center - distance
gene_accession_id,MGI:2446274
