mouse_strain,129SV
analysis_id,8yah6423en8p0wo
mouse_life_stage,Early adult
parameter_name,Periphery distance travelled
gene_accession_id,MGI:1920638
gene_symbol,Bpifa3
pvalue,0.5257614
parameter_id,HRWLLA_OFD_010_001
