parameter_id,MGP_MLN_031_001
mouse_life_stage,Early adult
analysis_id,432t9t34euu0ib5
gene_accession_id,MGI:2448481
pvalue,0.9170785
gene_symbol,Mgst2
mouse_strain,C57BL
parameter_name,Total NK cells - % of CD45+
