parameter_name,Startle response
analysis_id,9o90j12a507xd7g
pvalue,0.2728782
gene_symbol,Arpc2
mouse_strain,129SV
mouse_life_stage,Early adult
parameter_id,HMGULA_SHI_009_001
gene_accession_id,MGI:1923959
