mouse_life_stage,E12.5
parameter_name,CD4+ CD25+ alpha beta regulatory T cell percentage
analysis_id,936ys04773i5eto
parameter_id,MGP_PBI_008_001
pvalue,0.4786095
gene_symbol,Tiprl
mouse_strain,C57BL
gene_accession_id,MGI:1915087
