parameter_id,JAXLA_DXA_003_001
analysis_id,3b24fzv1t9428di
mouse_strain,C57BL
gene_symbol,Slc45a3
gene_accession_id,MGI:1922082
mouse_life_stage,Early adult
parameter_name,Lean mass
pvalue,0.3590832
