gene_symbol,Zfp683
parameter_name,Alkaline phosphatase
parameter_id,HRWLLA_CBC_014_001
gene_accession_id,MGI:3650254
pvalue,0.07382985
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,e41rl8h9e3b5800
