parameter_id,IMPC_HEM_027_001
mouse_strain,C57BL
analysis_id,h9a6d0hl6oc414i
mouse_life_stage,Late adult
gene_accession_id,MGI:2446186
parameter_name,Red blood cell distribution width
pvalue,0.3144981
gene_symbol,Lpgat1
