parameter_id,IMPC_ACS_037_001
mouse_life_stage,Early adult
parameter_name,% Pre-pulse inhibition - Global
analysis_id,16x289k614b401m
gene_accession_id,MGI:1914561
pvalue,0.1736718
gene_symbol,Nanp
mouse_strain,C57BL
