parameter_id,IMPC_CBC_012_001
analysis_id,jv6tr844j09562r
gene_accession_id,MGI:1338032
gene_symbol,Sema6c
parameter_name,Aspartate aminotransferase
mouse_strain,C55BL
pvalue,0.789747
mouse_life_stage,Early adult
