gene_symbol,Mapkap1
pvalue,0.4758006
gene_accession_id,MGI:2444554
analysis_id,1w7ld68pw0c9zwp
parameter_name,Resting CD8+ T cells - % of CD8+
mouse_strain,C57BL
mouse_life_stage,E12.5
parameter_id,MGP_IMM_015_001
