gene_symbol,Wars2
analysis_id,i29hlm57725wan3
mouse_strain,C57BL
parameter_name,Total protein
pvalue,0.7003229
parameter_id,IMPC_CBC_006_001
gene_accession_id,MGI:1917810
mouse_life_stage,Early adult
