parameter_id,M-G-P_005_001_001
mouse_life_stage,Early adult
pvalue,0.4941488
parameter_name,Weight
gene_accession_id,MGI:2441730
mouse_strain,C57BL
analysis_id,n2490ot79049op9
gene_symbol,Tbl1xr1
