parameter_id,M-G-P_014_001_001
gene_accession_id,MGI:104805
pvalue,0.5821072
mouse_life_stage,Early adult
parameter_name,Eye
mouse_strain,C57BL
analysis_id,5c33f80w19f499y
gene_symbol,Snrpb2
