parameter_id,MGP_PBI_004_001
gene_accession_id,MGI:3522699
mouse_strain,C57BL
analysis_id,515t0wqj892t5w7
parameter_name,CD8+ alpha beta T cell percentage
mouse_life_stage,Early adult
pvalue,0.7871072
gene_symbol,Trpa1
