gene_symbol,Rab3gap2
parameter_id,MGP_CSD_067_001
gene_accession_id,MGI:1916043
analysis_id,gx289477nkvba5e
pvalue,0.1795095
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,Snout size
