parameter_id,IMPC_HEM_031_001
mouse_life_stage,Early adult
gene_accession_id,MGI:1338032
analysis_id,3j738yf3i31uc61
pvalue,0.6849518
mouse_strain,C57BL
gene_symbol,Sema6c
parameter_name,Lymphocyte differential count
