mouse_life_stage,Late adult
pvalue,0.6777933
analysis_id,8t8u8202j6y94gc
parameter_id,UCDLA_EYE_017_001
gene_accession_id,MGI:109356
mouse_strain,C57BL
parameter_name,Lens Opacity
gene_symbol,Snap23
