parameter_id,JAX_LDT_004_001
gene_symbol,Ddx27
mouse_strain,129SV
mouse_life_stage,Early adult
gene_accession_id,MGI:2385884
analysis_id,5k93bc4dia6440u
pvalue,0.9524503
parameter_name,Dark side time spent
