parameter_id,HRWLLA_OFD_020_001
parameter_name,Distance travelled - total
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_symbol,Zmynd19
pvalue,0.6003921
gene_accession_id,MGI:1914437
analysis_id,4665ek3i05w69xc
