gene_symbol,Amigo1
pvalue,0.9442287
gene_accession_id,MGI:2653612
analysis_id,647c8f05320z6lg
parameter_id,IMPC_IMM_004_001
mouse_life_stage,Early adult
parameter_name,NKT cells (panel A)
mouse_strain,C57BL
