gene_symbol,Slc39a10
analysis_id,z293euk79mj7929
parameter_name,Dark side time spent
mouse_life_stage,E9.5
mouse_strain,C57BL
pvalue,0.6370074
parameter_id,JAX_LDT_004_001
gene_accession_id,MGI:1914515
