gene_symbol,Rigi
gene_accession_id,MGI:2442858
parameter_id,IMPC_IMM_055_001
mouse_strain,C57BL
parameter_name,NK Subsets (Q2)
pvalue,0.602746
mouse_life_stage,Early adult
analysis_id,r1rhj129gndlf2c
