parameter_id,JAX_OFD_010_001
mouse_strain,C57BL
parameter_name,Periphery distance travelled
pvalue,0.7963759
mouse_life_stage,Late adult
gene_accession_id,MGI:1917604
gene_symbol,Secisbp2l
analysis_id,4p682ad0574yj36
