parameter_id,MGP_CSD_008_001
gene_symbol,Npbwr1
parameter_name,Startle response
pvalue,0.8169576
gene_accession_id,MGI:891989
mouse_life_stage,Early adult
analysis_id,027o1i0o09qp1kz
mouse_strain,C57BL
