gene_symbol,Inpp1
parameter_name,Hindlimb digit - size
gene_accession_id,MGI:104848
mouse_life_stage,Early adult
pvalue,0.8642523
analysis_id,arm643763j6eu2r
parameter_id,IMPC_CSD_047_001
mouse_strain,129SV
