parameter_id,MGP_MLN_074_001
gene_symbol,Opn3
analysis_id,6ia164pz4o4un1r
pvalue,0.2028446
gene_accession_id,MGI:1338022
mouse_strain,C57BL
parameter_name,Effector CD8+ T cells - % of CD45+
mouse_life_stage,Early adult
