parameter_id,HMGULA_CBC_009_001
mouse_life_stage,Early adult
parameter_name,Calcium
gene_symbol,Dnajc6
pvalue,0.1305423
gene_accession_id,MGI:1919935
mouse_strain,C57BL
analysis_id,xd01lbvp5oh966o
