gene_symbol,Mms22l
analysis_id,4e4y877412862p8
parameter_name,18kHz-evoked ABR Threshold
pvalue,0.2334399
mouse_life_stage,Early adult
mouse_strain,129SV
gene_accession_id,MGI:2684980
parameter_id,IMPC_ABR_008_001
