mouse_strain,129SV
pvalue,0.2867129
parameter_name,Resting Treg cells - % of Treg
mouse_life_stage,Early adult
analysis_id,wl16kxxbj23cks6
parameter_id,MGP_IMM_011_001
gene_symbol,Bpifa3
gene_accession_id,MGI:1920638
