parameter_name,Neutrophil cell count
mouse_life_stage,Early adult
pvalue,0.9491938
mouse_strain,C57BL
parameter_id,IMPC_HEM_030_001
analysis_id,8tv37522u3z54xn
gene_accession_id,MGI:107414
gene_symbol,Tnfsf10
