parameter_id,MGP_IMM_014_001
parameter_name,Effector CD8+ T cells - % of CD8+
pvalue,0.5382917
analysis_id,8l2j8x94ttc07u5
mouse_strain,C57BL
gene_symbol,Lcn2
mouse_life_stage,Early adult
gene_accession_id,MGI:96757
