parameter_id,IMPC_DXA_010_001
gene_symbol,Ufc1
analysis_id,j7e8365a56v90y1
mouse_life_stage,Early adult
parameter_name,Bone Area
gene_accession_id,MGI:1913405
pvalue,0.240036
mouse_strain,C57BL
