parameter_id,MGP_MLN_064_001
analysis_id,3ms4kuxb7q53126
gene_accession_id,MGI:95457
mouse_strain,C57BL
pvalue,0.08162634
gene_symbol,Mecom
mouse_life_stage,E12.5
parameter_name,Total CD4+ T cells - % of CD45+
