gene_symbol,Zcchc2
mouse_strain,C57BL
parameter_name,Hindlimbs - size
Analysis_id,300ul9hg4v1w13n
gene_accession_id,MGI:2444114
Parameter_id,JAXLA_CSD_022_001
mouse_life_stage,Early adult
Pvalue,0.1075575
