parameter_id,JAX_LDT_002_001
analysis_id,4h7k69e4rov4yun
mouse_strain,C57BL
gene_symbol,Fpgs
gene_accession_id,MGI:95576
mouse_life_stage,Early adult
pvalue,0.9872492
parameter_name,Light side time spent
