parameter_id,IMPC_CBC_004_001
pvalue,0.9433906
mouse_life_stage,Late adult
parameter_name,Urea (Blood Urea Nitrogen - BUN)
analysis_id,97g58jg5680u3nv
mouse_strain,C57BL
gene_accession_id,MGI:2446274
gene_symbol,Frmpd1
