gene_symbol,Bcs1l
pvalue,0.6334935
mouse_strain,C57BL
parameter_name,Lymphocyte differential count
mouse_life_stage,E9.5
parameter_id,IMPC_HEM_031_001
gene_accession_id,MGI:1914071
analysis_id,z533c9659st4922
