gene_symbol,Slc28a2
analysis_id,i8ut4510pn2yp87
gene_accession_id,MGI:1913105
mouse_life_stage,Early adult
pvalue,0.590702
parameter_name,Immature B cells (Hardy fraction E) - % of B220+
parameter_id,MGP_BMI_006_001
mouse_strain,C57BL
