gene_symbol,Wars2
pvalue,0.3638806
mouse_strain,C57BL
analysis_id,709p76c33rs1p43
mouse_life_stage,E9.5
parameter_name,Head coat/hair presence
gene_accession_id,MGI:1917810
parameter_id,MGP_CSD_015_001
