gene_symbol,Ahcy
parameter_name,Body weight
mouse_life_stage,E12.5
gene_accession_id,MGI:87968
parameter_id,M-G-P_009_001_003
pvalue,0.283928
analysis_id,8d9gu73218x84xz
mouse_strain,C57BL
