mouse_strain,129SV
mouse_life_stage,Early adult
pvalue,0.3088691
gene_accession_id,MGI:104848
analysis_id,3x521wgu818b71r
parameter_id,IMPC_ECG_003_001
gene_symbol,Inpp1
parameter_name,CV
